text,Sentiments
"I bought the Annies Homegrown Microwaveable Mac-n-cheese.  Actually my wife bought it because it is so-called ""healthy"".  It was hands down the worst macncheese I have ever tasted, and after trying it, I would be loathe to try any more Annies products.  It had a nasty plastic-like aftertaste, I had to rinse my mouth out.I am throwing away the remaining 4 packets because I would not feed the crap to my cat!  This is a definite DON'T BUY IT!",negative
The mulberries I got were full of dirt snd stones. I eat mulberries all the time and I realize they have seeds. I am not experiencing seeds. It’s dirt and little stones for sure. The bag is inedible.,negative
Fav Mayo!,positive
"We like using the sugar free syrup. We use it in oat meal, hot chocolate and to flavor milk.",positive
Planted them this Fall - looking forward to seeing the green shoots in the Spring.,positive
Save money by making your own frozen Lattes! Just as good as your big city/chain coffee shops!,positive
Lots of fireballs for the price,positive
The only coffee I will buy. My husband and I love this brand. My husband and I drink it black with no sugar or anything,positive
"I’ve been a satisfied user of the Salted Caramel sugar-free syrup for a few years.I thought I’d sample a different flavor of their many offerings.  Unfortunately I did not enjoy this at all as it has a strong, unpleasant artificial aftertaste.I’ll stick with the salted caramel",negative
"Both jars made it intact to my overseas location in Germany. The color was lighter than I expected but it tastes so good, I'll eat it out of the jar!  I pair it with a Pecan flavored almond butter on zero carb bread for an almond butter, jelly sandwich.....or on toast in the morning.  Will definitely buy again.",positive
"My moms favorite apples are Arkansas Black. Unfortunately, few orchards in NC actually carry them and there seems to be a short window when they’re actually available. Kauffman Orchards shipped a huge box of beautiful, unblemished Arkansas Black apples to us. They’re packed so that even if they’re dropped a time or two during transit, it won’t damage the apples. I’m so thankful for their service and will definitely be buying from them again!!",positive
Drlivered 8/3.  Expiration date 8/15,negative
I have my tea for the year!,positive
I wish they would make this in smaller bottles,positive
My husband likes good coffee in the morning and this fills the bill!,positive
Good inexpensive green tea,positive
my flu shot customers <3 these!  Healthier treats are always a win win!!!think you should definitely give them a try!,positive
This peanut butter tastes great.,positive
Thank you! These were a surprise for my husband!,positive
It was too runny for 18 year old balsamic. I used it for my salads along with olive oil,negative
"This is a yummy cereal to eat alone or mix with plain or vanilla yogurt.  Comparable to a Trader Joe's product, maybe slightly less expensive.  I think most people will like it.",positive
Very good I'am pleased with this one it tastes just like the cups! Tried it on apples and banana so far cant wait to try on more or even alone..,positive
Terrible taste no seasoning whats so ever,negative
Glad I got large container.. I use it for everything,positive
"Made them for dinner and kids loved them so much reordered same day.  Makes for an easy meal - breakfast, lunch or dinner.",positive
The firm wasn't firm enough. Perhaps they have extra firm,positive
Im obsessed with these!!!! Cheaper to buy here than anywhere else online!,positive
"Lots of gummies, for a good value.",positive
"I bought these when the seller hadn't listed the ingredients on the website. I don't know if they are listed now, but both peanut and canola oils are present in this product. Along with a ton of other refined and process garbage. If you want to eat whole, clean foods, look elsewhere. This ain't whole or clean.",negative
"I had to show my I.D. to receive this item, it appears that not just alcohol is age-restricted on Amazon.Although it was worth it, tasted delicious and added to ground turkey makes a great meal.",negative
Best cookies EVER!! Delicious ..perfect flavor/recipe great amount..the perfect cookie,positive
My 13 year old thought this was pretty cool- impressive size but tasted terrible! Not even my 2 year old would eat it. Threw it away!,negative
Simply the best beef jerky ever! When I found out I didn’t have to be in Texas to enjoy this I was very happy that amazon has buc-ee’s!,positive
Use it for my horse,positive
"Ok, so I admit it... I have a Bai ""drinking problem""... My Bai of choice has been the Bai 5 Panama Peach, but I've now moved on to the Pomegranate.  I simply can't believe that it is only 5 calories because it tastes so good.  I'm on weight watchers, so I'm ""counting"" everything that goes down the hatch, and this is the best mid morning and/or mid afternoon snack.  An entire bottle of this is only 1 point on their plan... it's filling, totally satisfying and gives me just enough of an added boost to power me through the rest of the day.... and did I mention it tastes amazing?",positive
The pretzels were delivered on time and are delicious!,positive
"So disappointed that the Oreo box and contents were damaged. The shipping box was in good condition so I bet it was damaged prior to shipping. My son and I were really looking forward to building this house. We usually build traditional gingerbread houses on Xmas eve and thought this would be a fun/exciting and welcomed change. But alas, now I have to waste time on Xmas eve either baking or buying a gingerbread house kit.... it’s not important to me tbh, but my son was really hounding me about this Oreo house only to not be able to build it. Non-refundable, non-exchangeable and non-returnable, according to Amazon.",negative
I will never buy this again.My powdered pure stevia is a LOT sweeter than this.Not happy I wasted money.,negative
"The first time I ordered the nuts, it tasted raw, fresh and soo good! And on mysecond order, the nuts tasted rancid! What happened? I wish I tasted them right away and return right away but I was out of the country and brought some with me but omg I cant eat them and just throw the nuts away.",negative
Cans arrived badly dented,negative
Too good to be true! Love PB2 on top of a ricecake! Can believe how good it tastes with so little fat. Very calorie friendly.,positive
It’s okay but you don’t get much product for the money. The boxes aren’t full size,positive
"This stuff tastes HORRIBLE - nothing like pumpkin spice.  I am SO disappointed since I'm a diabetic and had hoped I found nirvana in this product...worst part, I ordered $41 worth and CANNOT return it.  Never again.",negative
"Very good seeds, I sprinkle them on my salads, add the to Okara patties that I make from soy bean sediment. The soy bean sediment is from soy milk that I make. The seeds add another layer of flavour and texture to my recipes. I only eat whole organic foods and make most of my own foods. This is a very healing health seeds and you only need a small amount every day. I am very pleased with this product.l recommend that you research this ancient healthy healing seeds. Oh one plus it is known for burning fat.",positive
My son is absolutely in love with these things! When you order these you get a huge box like how the super markets get them! There's 7 in each box. I usually order two units considering my son goes to my friends home to be watched for the day and she requires just snacks. It's convient with just handing her a box of these delicious snacks!,positive
"Demasiado caro, la verdad la viveza criolla del venezolano no tiene precedente.  quieren vivir especulando con cosas que le costaron economicas.",negative
Kept buying single boxes of these. Nice flavor. Good texture and crunch. Decent spice. Popped on a case of 6 for a good price. Not gonna lie but I got sick of these after the first 2 or 3 boxes. 😢,positive
"I mixed these cloves, olive oil with garlic for my hair and ended up putting the remains on my pork butt. Both turned out great, especially the pork butt.",positive
God Awful taste and smell.The product is absolutely perfect with regards to texture and crunch and nutrition. They ruin it by adding anchovy flavoring....,negative
This is a great hummus.  It does have texture.  It also has a sweet taste.  I will order again.,positive
"My son makes them on his own, quick and easy lunch he can make himself with easy directions!!",positive
That's why I like it!,positive
These go for 2 for $4.00 at a carry out and are excellent. I mix into an ice cold glass of sweet tea all day long and it taste fantastic.Doing this I can stretch a can out an entire day and maintain energy.Has very little sugar at all but a big kick of caffein which I certainly need.The only Monster plus tea mix that is better was the Rojo tea but they all are good. Loaded with vitamins as well.,positive
"If you are a coffee Connoisseur, then you should be drinking Lion 100% Kona.  My wife is from O'ahu, and if anyone asked her what the best Hawaiian coffee company is, she would not have to even think-LION KONA.It has a flavor like no other coffee on the planet.  Bold, but not bitter.  It has a mellow after-taste, and a hint of sweetness.  I swear to you it tastes like someone bottled up a Kailua Beach sunrise so you can sip it up on the mainland.Onolicious for your opu!",positive
"Love this, we eat it raw with Bragg's or soy sauce, Excellent clean flavor.",positive
Package contained the correct number of packets but the box/plastic was broken open and it was clear the package had been returned by someone else before we received it. I don't feel safe eating food that was opened prior to shipping it to me.,negative
"We keep this on hand at all times! It’s great for sore throats, upper respiratory congestion, allergies—you name it! And I love love love the hint of licorice to the flavor.",positive
It's absolutely delicious with some aged lucini balsamic vinegar. It's extremely good for your health and heart.,positive
Loved the Balsamic.  I am very particular about Balsamic dressing.  This one is fabulous!!  I love the limited ingredients.Can't wait to try them all.,positive
Excellent salted snack.,positive
"The biscotti were small. and very dry. These were a gift, so this was embarrassing.",negative
"So good!!! I have to be honest, I’ve developed a tiny “dependency” on Yerba Mate tea this past couple months. So I’ve been trying just about every different brand I see. I recently ordered Teakoe’s Yerb Peg Leg. Wow!!! It’s delicious!! I love drinking Yerba Mate because of the energy boost from the caffeine, but also it just really makes me more focused, I can think more clearly, and it just seems to make my day a whole lot brighter. Teakoe’s did not disappoint in the slightest!! I will be ordering another case as soon as I finish this review, in fact. (They are especially delicious if you forget one in the freezer..slushy and refreshing ❤️❤️❤️ They will always have a place in my refrigerator, and my heart. Thank you!!",positive
Love the heartiness in oatmeal and cereals. Tasty!,positive
"This stuff is delicious! A little goes a long way. The flavor definitely leans toward garlicky, but not in a bad way. Still tastes like a yummy sriracha, but with a clear ""note"" of garlic. This is my husband's and my favorite sriracha sauce now.",positive
"I've never tried the diet version of this drink before, the flavor was better than expected, close to the real thing.",positive
"Great flavors , worth the price and easy to make",positive
"Seattle’s Best Post Alley blend, ebon dark roast, smells of heat and comfort an excellent counterpoint to gray winter days.",positive
This is as delicious as a fresh espresso from your favorite Italian restaurant!,positive
The package designer for this product should be fired. The project inside is still the same but it's almost impossible to use effectively the way the double pouch is constructed. Even a very slight miscalculation of cutting on the dotted line cuts the plastic pouch that separates the 2 mixes.,negative
While this seasonig tastes okay ive eaten enough longhorn steaks to know this isnt the same as what you get on your steak in the restaurant. So if thats what you are looking for skip this.,negative
Actually tastes like real coffee.,positive
"I love this coffee and have introduced many of my friends to it. It's mild, smooth, and aromatic. I'm not a fan of strong coffee and this is not heavy or bitter. I bought it for years at my local roaster, but they went out of business. I went in search of Ethiopian Yirgacheffe and this is the best I've found.",positive
"My order took 2 weeks to get here. When I received nice was open and torn, smashed . The chips were quite stale. Maybe if order would have arrived on time they would have been fresher 😟",negative
"Looks nothing like the image shown. Taste is awful, Product was soggy,floppy. Not crispy at all. No snap. Would not buy again.",negative
My favorite is the Sweet and spicy. One of those things you pick up and just can’t stop eating. I literally ate one bag at my work desk and about to place another order now.,positive
Delicious candy.  A family favorite.,positive
My granddaughter loves this tea! I don't care for tea but the smell of it makes me wish I did.,positive
Love this for our wedding. We have 2 little girls and this was perfect,positive
I highly recommend this product if you are a tea person who brews the tea leave.I usually mix them in another container and will brew 2 teaspoons per person.,positive
"The flavor, is not creamer",negative
The  bottom  cups can not be punched by my Keurig. The cups are to tough to use. Please take them back. I tried more then one and no difference. What do I do. Really.,negative
Love love these truffled. Highly recommend,positive
While working in Sweden I discovered that these are really awesome!  It's my favorite candy bar now.  Expensive -- but worth the money!,positive
"On of the best substitutes for sugar I've encountered. Only be careful if you use it for baking, as it will not 'dissolve' as sugar, but seem crunchy. But to put on pancakes and oatmeal, or add to youghurt if you're craving the sweets without the calories, it's superb. It's supposed to be more natural than other sweeeterns and does not have the bad rep of aspartame.",positive
"I was SO looking forward to getting and using this seasoning. Received it today...the shaker top is broken and the freshness seal wide open. I would still use it if just the top was broken, but I don't trust the safeness of food products that are unsealed. I tried to get a replacement or return it but discovered that this product is not eligible for return. SO very disappointing because I bought this in good faith and it's totally unusable.",negative
Can't wait to make some purple drank!,positive
"First tea I've tried that has the thickness and boldness of coffee.If you're looking for an alternative, this is it.",positive
Best addition to my shakes !!!!!!,positive
"I prefer to order pre colored fondant for dark colors. I usually use renshaw but they wouldn't ship in time. I'm not a beginner and I know very well how to work with fondant. This had the worst alligator skin out of any fondant I have ever tried. It was cracking as I was rolling it out. I had to take it off of my cake, mix in some white renshaw and add more black coloring and finally got it to some-what work. I will definitely never buy it again. The only plus I can say about it is it doesn't taste too bad for a heavily colored fondant but not worth it for how terrible it is to work with. Now I have a huge tub left that I will only use for details on little figures.",negative
"outstanding product and price. most local stores want me to buy only about one-fourth the size of this product but for the same price. here. i received about 4x's the amount for the same price!Makes all your baked goods super fluffy and creamy and rich, especially white cake.I use this in place of regular milk.",positive
This was absolutely awful!I put it on some toast and had to scrape it off. I ended up throwing it away.,negative
"I thought that since this cake mix was from the one and only Duff Goldman that it would be good, WRONG! Its disgusting, the cake has no flavor and has a bad texture. This is a good example why boxed cake mixes get a bad rap.  Ill stick to homemade or Duncan Heinz",negative
I like it.  It tastes more appley than US made apple cider vinegars like Bragg.  I like it,positive
"Awesome tasting sugar!!! So amazing in flavor and you don’t have to use a lot. Tastes like caramel some, and is amazing in coffee and tea.",positive
This is the best gum ever! It’s a very healthy type of gum compared to Extra which has artificial flavors and not so healthy pesticides.,positive
"The product is Jehovah's gift, and I am so glad I did not find the problem with customers who reported finding mice dropping and bird feathers.  Emotionally, that is devastating, but logically, it must be understood that the temperatures at which the tea has to boil will in all probability kill any bacteria or germs.  I bought a small stainless steel teapot, with a built in lift out strainer,  from Amazon and am so glad I did because I can leave left over tea in the pot and place it in the frig to keep it from bacteria developing or spoilage overnight.  It might have been hard to find space with a regular sized tea pot.  The strainer inside also keeps anything undesirable from entering the liquid poured by spout.",positive
Like the large size. My husband uses the product almost daily,positive
Oh my goodness!  These are delicious!!!,positive
"I had never tasted raw honey but I must say, this gave a nice flavor in my oat meal. It also tastes good right off of the spoon!",positive
"I took these on the road when hiking, perfect for the flight I had too! I also enjoy adding these to salads.",positive
It was a perfect cake topper! The boys loved it,positive
Won't go back to iodized table salt!Never!,positive
"Mr. Z Premium Cuts Beef Jerky Peppered Flavor, 1-Ounce Bags are a delicious and convenient snack for today's busy world.  I really wish they'd have left out the MSG, but I like the fact that it is made from antibiotic-free beef!The flavor of Mr. Z Premium Cuts Beef Jerky is almost perfect - not too sweet and not too salty, with the perfect blend of savory seasonings.  Tender and not tough, Mr. Z Premium Cuts Beef Jerky is a healthy snack that you can feel good about eating.",positive
"How can anyone not love animal crackers. Taste is great, matching animals is fun and challenging, and biting off heads and legs can be intertwining if you are into violence.",positive
Pure and simple sweetness without the downsides of refined sugar. Thank you!,positive
"hormel is a good product, good price",positive
"I bought a small packet of this at a local pharmacy to try it.  I LOVE the strawberry banana flavor.  I was so excited to see that it contains probiotics, and plant based proteins, monk fruit extract as sweetener... all excellent choices. Most protein powders (that I have experienced) do not contain all of these good for you ingredients and I end up buying several different products to get these beneficial ingredients. Thank you OWYN.  and I am super excited I can buy the Strawberry Banana in a big container.  :)",positive
"Ever wondered what you might feed your cats in a dystopian, post-apocalyptic future? Mushy, grayish-brown bits of something that couldn't resemble tuna any less, suspended in an oily liquid with a vaguely umami, vaguely spoiled tang. I tried to drown it in salad dressing and every bit of seasoning I could find in the break room at work, but I managed only to make it palatable enough that I could keep it down. Absolutely revolting.",negative
"Great price for the content and variety of the product; My family in L.A loves the snacks and candies, and the products arrived in great conditions. I will definitely buy this one again.",positive
Wonderful seasoning!  Always use in my beef veg soup and gumbo.,positive
"Seltzer with good flavor, zero calories. I add Stevia",positive
I bought these a long time ago. They are gone but not forgotten! They were crunchy and delicious. Thanks.,positive
"I was so disappointed with this product. I think I may have had a bad batch of matcha. It was so bitter and the color seemed off, like a very light/dull green. I found a much better product at a local Asian store that was much cheaper.",negative
"As someone who enjoys eating fish and sardines, I was very disappointed in these sardines.  I have tried most brands of sardines and eat about 5-6 cans of sardines a week.  These sardines were extremely salty and the fish had a slightly off taste to them.  The sardines were almost as salty as anchovies.  I looked at the sodium content and noticed that it was same as some other tins of sardines that I had on the shelf but for some reason these were much more saltier than the other cans.I tried two tins thinking that it could have been a tin of sardines that were over salted.  The can was also difficult to open but I've noticed this problem with other sardines from Portugal.  A difficult can does not bother me as long as the sardines are worth the effort to get the can open.I had read a review online about these sardines and wanted to try them.  I usually do not write reviews but wanted to warn others.  I would suggest buying one can and trying it before buying anymore.One of my favorite sardines for the price is the Matiz Gallego Sardines in Olive Oil [...]  The Matiz sardines are nice and plump and have an excellent flavor with great texture.  The quality to price is excellent for these sardines.Da Morgada sardines are my favorite as this current time, but Amazon does not carry these and they are expensive at other online retailers.  I would suggest trying a can of Da Morgada, if you have a chance to pick up a can.",negative
Bought as a gift and people at the party wanted to order 2 more,positive
"Bland crackers, not like the regular Cheez-Its in the box.  very disappointed in these.",negative
We ordered to make the Starbucks pink drink at home. It didn’t taste anything like it. We tired different recipes. Now I am stuck with a lot of tea bags.,negative
"I was looking for a good decaf for health reasons.  Because I have liked the flavor of other Seattle's Best and since most of the reviews were favorable, I tried it. It was so bitter and ""off"" tasting, I couldn't finish it.  I even tried again with adjustments but couldn't drink it.  I don't know if I possibly got a bad (not so fresh) batch but it's non-refundable, so I wasted my money.",negative
"I HIGHLY RECOMMEND THIS PRODUCT,CHEAPER THAN THE STORE. Add this to Paella and you are ready to go.You will be excited.......dont know what u are missing",positive
The taste is awful and the old formula was my answer to my ailments. Now I am on a quest to find a replacement.,negative
A resealable bag would be great but they taste great worth it,positive
"I've used this product over the last 3years and found it to be a most excellent way to make swedish glugg. I have made glugg without this, but it is much longer. In truth I do add a few extras to it, but this saves me a lot of the work.",positive
Flavor and get extra nutrients and fiber,positive
Saves me fromGoing to store,positive
This is a great product.  tastes like it is supposed to .  cooks up well .  feel healthier since using it.,positive
Pups love it on their chicken!,positive
Awesome party item for my two year old grand son. The kids all loved it. Highly recommend this item for children.,positive
So much delicious. So many stomach aches.,positive
"Works Great, however, I also mixed borax and sugar ratio found on the internet, and it also works seemly as well at alot less money.  Amazon's deal really cuts the cost of buying walmart etc as it gives you double the oz's for less than half the cost.",positive
This is one of my favorite teas. I like to drink my hot tea plain without any sugar and the maple flavoring in this tea tastes sweet even though there is no sugar in it. LOVE!,positive
"Excellent arrived prompt, good quality nuts",positive
I bought what people wanted for a good pricr,positive
"This story about three women is a very sensitive study about: Muriël (Charlotte Van Den Eynde) the youngest, Laura (Els Dottermans) who is about 37 and Martha (Frieda Pittors) the oldest who is the mother of Muriël. They live together in the same building. They have different expectations of life. The vital Laura wants a child. Muriël comes from a village and wants to change her life in Brussels. Martha dreams about her youth when she was a young girl. In fact nothing happens in this movie so you wait for something - for instances an accident - which could dramatize this story. As times goes on, you discover that the director Dorothée Van Den Berghe only wants to develop a psychological portrait of the three women and nothing more. This movie is disappointing because you expect the women to learn from their experiences which is not the case, so one is left with a feeling of emptiness.",negative
"Pleasant, enjoyable taste and aroma. This brand has been the best tasting of the many natural hibiscus teas I've tried so far. I prepare/enjoy it hot and also serve it over ice as an herbal iced tea.",positive
"The 2 star rating is because the seller says that you will receive 5 pounds, yet they show you a 5 GALLON container. Please look close before you buy. I have been buying Hard Winter Wheat seeds for YEARS. The container displayed for this item appears, especially when compared to others selling a 5 gallon containers of Wheatgrass seeds, to be a 5 gallon pail. yet with this item you get only 5 pounds. 5 pounds of hard wheat seeds will not even come close to filling a 5 gallon pail. Every time I have bought a 5 gallon container of Wheatgrass Seeds it has had 35 pounds of Wheatgrass seeds in it, NOT 5 POUNDS.The Sprout House may very well have a high quality seed, but deceiving the buying public, in my opinion, is wrong and needs to be addressed and revealed, hopefully before even one person is deceived. An experienced wheat grass seed purchaser would not be deceived, but a first time purchaser of hard wheat seed might be. How many times have you, as a first time purchaser of something, bought an item only to be disappointed because what was pictured, what you expected to receive, is not what you actually did receive. There are many people that prey on the ignorance or naivety of a first time buyer and use that to sell them something, and when it is received it is not what was pictured or what was expected. It is the first time purchaser that is new to a market that is the easiest to deceive. It is that type of buyer this review is meant to protect.If you search for hard wheat seed on Amazon you will see other HONEST companies selling containers that look EXACTLY like this one that contain 35 pounds and not 5 pounds of seed, and the cost per pound is much closer to what it should be than this 5 pound container is. Maybe this was an honest mistake and not intentional. If that is the case, I am sure the mistake will be corrected. If I see that it is corrected I will modify or delete this review. But PLEASE, always do your research before you buy so what you expect to receive is what you do receive.",negative
very strange tasting...like sweet onions ...i like it.....,positive
"I'm an avid drinker of a famous coffee retailer, and I routinely use a creamer in its coffee to blunt the acidic aftertaste. I recently read about civet coffee and it peaked my interest. I Googled and found varying prices, and this particular seller/distributor was reasonably priced. I tried it...I loved it!! It's very smooth and no need for a creamer; just follow the directions to a tee. And don't think about what you're actually drinking... ;)",positive
I don’t recommend it at all. It taste horrible. I would never buy this again. Paper thin. Crumbles. Not worth the money spent.,negative
These roll ups are super tasty without all the added sugar. The apricot flavor tasted  very natural.  I can’t wait to try the other flavors available.,positive
Ffg,positive
I included a picture of these noodles almost gone because that’s how AHMAZINNN’ they are!!! The noodles & veggie broth are just the right texture and taste. I read a review that said they were too salty… I just added more water a little above the line in the cup after they were done cooking. *chefs kiss* … I can’t believe they were so cheap! I will be ordering more. 🙂,positive
looks exactly like the picture,positive
Hubby swears by this,positive
"I ordered shelled halves,but I got pieces",negative
"If I could put a 0 star on it I would but will give one because it is required to submit my review. I’m a big fan of this flowers and have eaten them and drank them in all sorts of ways and let me tell you...this was the worst hibiscus flower snack I have ever had, it tasted like the juices of flowers were sucked out of them before they we’re candied, it was pure sugar didn’t even taste like hibiscus. In my pics I show you the difference between this hibiscus snacks and my fav that I always buy by another brand, the color should tell you all. Don’t waste your money",negative
"These are a fun family activity.  We enjoyed selecting a variety of naturally and synthetically sour foods with our children, and then trying them with the frooties.  Just use moderation with how much sour food you eat, even though your tastebuds can't detect the sour, both your stomach and your lips can.  My husband also used these in a young men's activity for our church.  They were discussing the five basic tastes in their cooking class, and as a conclusion to the activity they experienced the frooties effect on sour foods.  It was very popular, and the youth enjoyed the experiment.",positive
"I have purchased many brands of packaged Palak Paneer. These are the best I have found. I make my own Palak Paneer, but it is a very labor intensive meal. This is so simple and it is delicious. I will buy this many times again. I suggest you give it a try.",positive
Product was exactly as written tasted great injected well all-around good performance,positive
This was a reorder and very disappointing. Several boxes were stale and ended throwing them out. Will not order again.,negative
"I bought this and devoured it in a few days:) Hence my title review. Great quality, fresh, full of flavor and jam packed with goodies.",positive
Avoid this...very disappointing,negative
its good and tastes a little like metal but all of them that come in a can do so its wtv,positive
Not sweet at all. Terrible product.,negative
"I only recently found out that Hydrox cookies are still available. To me, they are much better than Oreos. The main difference is that the Hydrox cookie wafer is not as sweet. They are very delicious. I purchased these from someone on eBay, but strangely when I receive the package today it came from Amazon with an enclosed card indicating that my cookies were a ""gift"" from ""mial4023."" Mial4023 is the person I purchased the cookies from. Delicious classic cookies found again!They were NOT a gift. so I ordered them on eBay but they were shipped from Amazon, categorized as a gift. I don't know what shenanigans the seller is pulling.",positive
I just love this tea!  So glad as it's handy for me to make a k cup.  Hoping it has super health benefits..,positive
"Wonderful full dark flavor, great value",positive
Only sent me 1 bag I want a refund,negative
"ordered this to make at home for a nice treat. it is currently listed at $20 for 2 packs which is actually very reasonable considering how much fudge costs if you were to buy it from a fair or festival. the directions are easy to follow with common ingredients that you should have at home. we had fun adding extras to the fudge... nuts, chocolate candy, marshmallow and graham crackers. i would recommend!",positive
I've been waiting for a product like this. Good stuff!!!,positive
was a gift she loves them,positive
Best trail mix and it's pretty. Be great for a baby shower. Sweet and salt,positive
"Use it almost daily - I also add stevia-flavored powder to make it taste better, with lots of ice.  Good price.",positive
"These seeds do produce very good broccoli sprouts. it is clearly evident the sulforaphane produced is very high. This is evident from the powerful sulporaphane odor. However, the yield that sprouts is around half of the seeds.The low yield has a side effect of seeds that start to rot in about the same time as it takes the seeds to sprout.The instructions are to soak the seeds for a certain number of hours before starting the sprouting. I use a system which is supposed to eliminate the need for presoaking and it has proved to work well. So, I used it without presoak and discovered the rotting problem. I then tried the prescribed presoak with the tray system I use and with traditional bottles with screen tops. All have the same results. I used one soaked seed per location placed in a 10 by 10 array of seeds on wet paper towel. 47 out of 100 sprouted. I did not repeat the test.The traditional bottle method is useful to rinse the sprouts very thoroughly to keep a build up of slime out of the bottle. After the sprouting is completed a colander needs to be used to since away the unsprouted seeds. The end result is good sprouts.A bit of extra work and a poor yield, but the end result is good sprouts which should be very healthy as evidenced by the strong odor throughout the process.Addition to my review. I am successfully sprouting lots of different seeds. But this bag of Brocoli seeds is being discarded because the percentage of seeds sprouting is entirely too low. The seeds which do not sprout simply degrade and contaminate the few which do not sprout.",negative
Seasoning is a good product for things you want to make a little warmer.  Works good for spicy jerky.,positive
TASTE GREAT AND IS RICH AND CREAMY.,positive
"Great stuff. Amazing on so many foods. Just enough kick. Amazing on cornbread, chicken and shrimp.",positive
Having taken the plunge into home roasting these beans have made it all worthwhile. Taking them just past the crackling they were dark with a bit of oil. Tasty. Twelve hours later they were superb -  clean french-roast flavour without a trace of bitterness or burnt taste.,positive
"I bake often and was looking for a good quality organic pastry flower. I ordered Arrowhead Mills Organic Pastry flour expecting just that. I have used other products from this company in the past and have been happy.  I was quite disappointed when I received whole grain flour in my package. Whole grain and delicate pastry simply do not mix in my kitchen.  I tried the flour anyway but it was so grainy that my pie crust cracked and broke while it was baking. I have been baking pies since I was a child; this has never happened to my pies in the past. The crust was also a quite unpleasant brown color before I placed it into the oven. The item description states simply organic pastry flour. The photo of the bag shows in large print, “organic pastry flour.” It wasn’t until I received the item and was able to read the fine print that I saw that this was a whole grain product. The questions and reviews are of no help, as they are mixed with all sorts of other Arrowhead Mills products ranging from gluten free to rye flours.Quite annoyed to be stuck with six bags of this useless flour and no way to return due to the no returns policy on food items.",negative
Very good coffee and a great service,positive
"I have purchased these sparkling IZZE juices many times.  I have never been disappointed.  The juices have a crisp refreshing flavor that I love.  They are 70% fruit juices with no added sugars or preservatives.  I was a diet Coke junkie until I found these on Amazon. Also, I have priced the IZZE juices in the regular super market, and Amazon has the best value.",positive
Love them color vase delivery great,positive
"Excellent potato salad.  You can really taste the potatoes and not just pickles, mustard and mayo.  Great.",positive
"Super product, consistently good.",positive
Everyone loves the flavor of these sparking drinks!  Yum!,positive
Great ice pops!,positive
"By themselves, obviously they taste very plain. But chop up a banana a drizzle some honey and they are delicious! Not as good as corn puffs, but a healthier option for sure",positive
To keep hydrated in the hot summer hours.Easy to use great taste.,positive
"Just not good. Actually,  tastes ok, but its a flimsy,  sloppy mess. I even bought a pizza grate so I could follow the instructions on the box. Still a waste. If you don't mind eating with a big spoon, you might like it. Otherwise,  move on.",negative
Terrible tasting. Not much more to say.,negative
These are a family favorite! Quick and easy with great taste. 👍,positive
My husband has been drinking this coffee for over 40 years,positive
"Cancelled my order within just a few hours from a weekend night to the next morning.  Order was still processed a day later and isn't supposed to arrive until 10 days later. Curious on how that works to still process a cancelled order and with it being boxed microwave popcorn, no return.  Good for you.  You still got the money.",negative
"The color is impressive....deep, dark, rich looking...The aroma is heavenly and strongly smells of cinnamon.And it's one of the few powdered cinnamons that actually tastes as rich as it looks...I've been disappointedtoo many times with flat tasting cinnamon...I love cinnamon and I want to taste it when I bake somethingwhere cinnamon should be prominent.  I'm not 100% sure what Vietnamese cinnamon is...whether it'sthe healthiest cinnamon I could have purchased...But I've tried so many different types...and this is clearlyone of the ones I'd recommend for flavor...deep intense cinnamon flavor...It's not overly spicy....it's almostnaturally sweet tasting right out of the jar.  It is on the expensive side but the flavor is worth it to me.4/23/21I just came back to order another bottle...just didn't want to spend so much money.  I went to Penzy's website...You all should really check out the price Penzy's charges for 1/2 cup of this cinnamon....$7.95 and free shipping if you order $39 worth of products...So that is what I did....For $41.00 I not only got the largest size  cinnamon which was a great big BAG, and 3 whole cups....they sell jars on their websiteif you buy bagged spices and want to store in it your own jar...Penzy's is great place to browse and much cheaper than buying 1/2 cup of cinnamon on Amazon where shipping is costing more than the cinnamon itself, giving the illusion this should cost this much.. ....Here it just looks like insanely expensive jar of cinnamon which it really is not! I use so much cinnamon that I had to find a more cost effective way to buy this...I love it...it's truly the very best cinnamon I've ever tasted...And now I'm going to have 3 cups ofcinnamon for a much better price!!",positive
"I’ve had 4 different flavors of this ravioli. All delicious and easy to prepare. Definitely follow directions and use handheld strainer to remove once ready. Don’t dump as you do with regular pasta. The ravioli will break open if you do. That’s how fresh and delicate the pasta is.Enjoyed with just EVOO and or butter with little S&P, basil and parm. Also have done with pasta sauce.  So delicious either way.They freeze well if you don’t use right away and wanna cook later.",positive
Nooooooo haha this is soooo small for 10$ ridiculously small .,negative
"The whole batch that we received was moldy (see the pic). Absolutely inedible. We were so excited to have some kosher meat protein snack with us on a road trip - so obviously that never happened.Hoping to get a good replacement or a full refund.Update a few days later: the customer support is great at least, they responded promptly and handled the situation. I hope to be able to order this product in the future!",negative
haha I just playing,neutral
I agree with m any other reviewers - great taste but am finding grit in my food.  Not sure whether I'll keep using it.,negative
"Item was open, luster dust everywhere",negative
This product was recommended by our dentist. You can suck on them all you want without ruining you teeth. In fact it’s good for the health of your teeth. Thank you,positive
Did not care for the texture and strong flavor.,negative
Decent flavor and texture,positive
I sent these as a gift. My mother said that they were stale. Not worth the $17. Very disappointed!,negative
Love the basket but could of use more fruit,negative
